training_id,emp_id,department,training_type,training_date,duration_hours,completion_status,score,cost_per_person,trainer_type,certification
TRN02579,EMP00164,Product,Leadership,2022-11-01,24,Completed,77,25000,External,1
TRN02580,EMP00239,Sales,Agile Scrum,2020-05-12,24,Completed,78,50000,Online,1
TRN02581,EMP00378,Legal,Leadership,2024-10-28,24,Completed,78,50000,Online,1
TRN02582,EMP00715,Data Analytics,Data Analysis,2022-11-30,24,Completed,83,10000,External,1
TRN02583,EMP01500,Data Analytics,Technical Skills,2022-02-23,8,Completed,56,25000,Online,0
TRN02584,EMP00840,Sales,Product Knowledge,2024-10-10,4,Not Started,100,15000,Internal,0
TRN02585,EMP00780,Data Analytics,Agile Scrum,2021-12-21,16,Not Started,91,5000,External,0
TRN02586,EMP01999,Operations,Product Knowledge,2020-10-23,40,Completed,61,15000,Internal,0
TRN02587,EMP01585,Engineering,Technical Skills,2024-08-21,4,Completed,61,15000,Internal,1
TRN02588,EMP01320,Marketing,Excel & BI Tools,2022-01-05,24,Completed,81,50000,Internal,0
TRN02589,EMP00473,Legal,Technical Skills,2024-06-20,8,Not Started,99,25000,External,0
TRN02590,EMP01365,Marketing,Sales Training,2020-12-09,24,Completed,56,15000,Online,1
TRN02591,EMP01443,Legal,Product Knowledge,2022-04-28,40,Completed,92,50000,Online,1
TRN02592,EMP00103,Sales,Project Management,2020-11-29,8,Completed,62,15000,Internal,1
TRN02593,EMP01820,Marketing,Product Knowledge,2023-12-26,16,In Progress,92,5000,External,0
TRN02594,EMP00652,Operations,Product Knowledge,2021-08-01,4,Completed,55,5000,Online,0
TRN02595,EMP00435,Finance,Technical Skills,2022-01-14,40,Completed,50,50000,External,0
TRN02596,EMP00169,Marketing,Technical Skills,2024-10-29,24,Completed,79,15000,Internal,1
TRN02597,EMP00607,Customer Success,Leadership,2022-04-15,40,Completed,61,25000,External,1
TRN02598,EMP01683,Legal,Technical Skills,2021-03-31,4,Not Started,72,5000,External,0
TRN02599,EMP01405,Sales,Leadership,2020-08-16,4,Completed,92,50000,External,1
TRN02600,EMP00926,Engineering,Agile Scrum,2024-09-10,24,Completed,69,5000,Internal,1
TRN02601,EMP00188,Operations,Product Knowledge,2024-01-12,16,Completed,88,15000,Internal,0
TRN02602,EMP00702,Customer Success,Technical Skills,2021-09-05,16,Completed,68,10000,External,1
TRN02603,EMP01094,Engineering,Product Knowledge,2022-08-06,40,Not Started,65,50000,Internal,1
TRN02604,EMP01058,Product,Compliance,2023-10-14,24,Completed,59,5000,Internal,0
TRN02605,EMP00903,Operations,Sales Training,2024-08-26,8,Completed,61,50000,External,1
TRN02606,EMP01523,Operations,Data Analysis,2021-03-04,16,Completed,91,25000,Online,0
TRN02607,EMP01003,Data Analytics,Product Knowledge,2021-04-25,24,Completed,58,15000,Internal,1
TRN02608,EMP01729,Operations,Sales Training,2022-09-01,8,Completed,82,15000,Internal,0
TRN02609,EMP00077,Legal,Excel & BI Tools,2022-09-09,16,In Progress,97,25000,Online,1
TRN02610,EMP01725,Operations,Agile Scrum,2021-04-14,16,In Progress,77,25000,External,0
TRN02611,EMP01492,Customer Success,Project Management,2024-11-16,16,Completed,52,15000,Internal,0
TRN02612,EMP01740,Legal,Technical Skills,2022-12-06,8,Not Started,75,5000,External,1
TRN02613,EMP01204,Sales,Data Analysis,2022-03-12,8,Completed,63,10000,External,1
TRN02614,EMP00802,Operations,Compliance,2020-03-28,40,Completed,54,15000,Online,1
TRN02615,EMP00801,Legal,Sales Training,2023-05-08,24,In Progress,77,5000,External,0
TRN02616,EMP00630,Product,Agile Scrum,2021-10-14,40,Completed,57,15000,Internal,1
TRN02617,EMP00200,Engineering,Leadership,2020-04-18,40,Completed,66,5000,Internal,0
TRN02618,EMP00348,Data Analytics,Sales Training,2022-09-06,24,In Progress,54,50000,Online,0
TRN02619,EMP01775,Product,Technical Skills,2021-09-24,8,Completed,84,15000,Online,0
TRN02620,EMP01278,Finance,Leadership,2023-07-19,8,Completed,66,10000,Online,0
TRN02621,EMP00538,Marketing,Agile Scrum,2024-11-15,40,Completed,78,10000,Internal,1
TRN02622,EMP01929,Sales,Excel & BI Tools,2020-03-12,40,Completed,54,15000,Online,1
TRN02623,EMP00831,Engineering,Agile Scrum,2020-12-22,8,Completed,100,50000,External,1
TRN02624,EMP00067,Product,Compliance,2020-07-20,24,Completed,72,10000,External,0
TRN02625,EMP00580,Marketing,Sales Training,2024-05-15,4,Completed,84,50000,External,1
TRN02626,EMP00564,Data Analytics,Project Management,2024-07-25,8,In Progress,67,25000,Internal,1
TRN02627,EMP01954,Sales,Excel & BI Tools,2021-06-01,8,Completed,84,15000,External,1
TRN02628,EMP01421,Legal,Leadership,2023-05-08,4,Completed,61,25000,External,0
TRN02629,EMP00612,Engineering,Technical Skills,2023-12-18,24,Completed,85,5000,Online,1
TRN02630,EMP00458,Data Analytics,Compliance,2024-05-31,40,Completed,88,5000,Internal,1
TRN02631,EMP00255,Finance,Project Management,2021-02-12,24,Completed,83,5000,External,0
TRN02632,EMP00176,Sales,Agile Scrum,2024-12-14,4,Not Started,97,50000,Online,0
TRN02633,EMP01222,Product,Sales Training,2024-07-21,8,Completed,82,25000,Online,0
TRN02634,EMP01553,Marketing,Sales Training,2024-08-25,4,Completed,93,15000,Internal,1
TRN02635,EMP00196,Product,Technical Skills,2021-04-12,4,In Progress,70,50000,External,0
TRN02636,EMP00885,HR,Communication,2022-07-18,8,Completed,100,25000,Online,0
TRN02637,EMP01218,Data Analytics,Project Management,2024-02-27,16,Completed,73,25000,Online,0
TRN02638,EMP00916,Marketing,Agile Scrum,2020-08-01,40,Completed,95,10000,Online,1
TRN02639,EMP00716,Customer Success,Agile Scrum,2024-08-30,24,Completed,93,10000,External,0
TRN02640,EMP01431,Operations,Compliance,2024-02-11,40,Completed,93,10000,Internal,0
TRN02641,EMP00043,Marketing,Technical Skills,2023-10-09,40,Completed,61,10000,Online,1
TRN02642,EMP01385,Engineering,Agile Scrum,2024-05-24,40,Completed,51,15000,External,0
TRN02643,EMP00952,HR,Technical Skills,2020-04-18,24,Completed,99,15000,Internal,0
TRN02644,EMP01080,Engineering,Communication,2021-04-15,16,Completed,88,5000,Online,0
TRN02645,EMP01350,Engineering,Sales Training,2024-07-15,8,Completed,91,50000,External,0
TRN02646,EMP01485,Customer Success,Agile Scrum,2022-03-30,8,Completed,100,5000,External,1
TRN02647,EMP00242,Operations,Data Analysis,2020-08-13,24,Completed,82,15000,Online,0
TRN02648,EMP01007,Marketing,Communication,2021-09-28,16,In Progress,88,25000,External,0
TRN02649,EMP00746,Legal,Leadership,2021-06-16,16,Completed,65,25000,External,0
TRN02650,EMP01862,Legal,Leadership,2022-06-13,4,Completed,88,50000,Internal,1
TRN02651,EMP00788,Engineering,Sales Training,2024-01-12,40,Completed,72,50000,Internal,1
TRN02652,EMP01627,Sales,Excel & BI Tools,2021-09-08,8,Completed,75,10000,Internal,0
TRN02653,EMP01705,Data Analytics,Data Analysis,2023-03-03,16,Completed,67,10000,Online,1
TRN02654,EMP00524,Legal,Excel & BI Tools,2023-05-19,4,Completed,81,5000,Online,0
TRN02655,EMP01712,Product,Project Management,2022-05-12,40,Not Started,87,50000,External,1
TRN02656,EMP01640,Customer Success,Agile Scrum,2024-11-13,24,Completed,100,10000,Internal,0
TRN02657,EMP00734,Sales,Compliance,2020-01-16,24,Completed,53,15000,External,1
TRN02658,EMP01760,Legal,Data Analysis,2021-02-09,16,Not Started,71,5000,External,0
TRN02659,EMP00309,Engineering,Agile Scrum,2024-07-12,8,Not Started,96,10000,Online,0
TRN02660,EMP00666,Customer Success,Leadership,2022-10-17,24,Completed,82,5000,Online,0
TRN02661,EMP01431,Operations,Compliance,2021-09-04,40,Completed,65,25000,Online,1
TRN02662,EMP01409,Legal,Project Management,2021-03-14,24,In Progress,70,10000,Internal,1
TRN02663,EMP00256,Customer Success,Communication,2024-01-07,24,Completed,94,15000,External,1
TRN02664,EMP00421,HR,Data Analysis,2022-01-12,24,Not Started,74,10000,Online,0
TRN02665,EMP00769,Sales,Leadership,2023-07-21,40,Completed,86,50000,Online,1
TRN02666,EMP00421,HR,Leadership,2021-09-23,4,Completed,83,25000,Online,0
TRN02667,EMP01856,Sales,Agile Scrum,2021-12-25,40,Completed,85,15000,Online,0
TRN02668,EMP01198,Marketing,Product Knowledge,2021-04-04,8,Completed,80,10000,Internal,0
TRN02669,EMP01219,Marketing,Data Analysis,2022-07-30,24,Completed,52,50000,Internal,0
TRN02670,EMP01586,Engineering,Project Management,2021-02-01,16,Completed,97,50000,Internal,0
TRN02671,EMP00072,Sales,Data Analysis,2024-04-20,24,Completed,75,10000,External,1
TRN02672,EMP00462,Data Analytics,Communication,2022-03-25,24,Completed,68,10000,Online,0
TRN02673,EMP01516,Legal,Compliance,2020-09-29,16,Completed,61,5000,Internal,0
TRN02674,EMP00939,Product,Compliance,2022-05-17,16,Completed,61,15000,Internal,0
TRN02675,EMP01016,HR,Project Management,2022-08-19,8,Completed,73,50000,Internal,0
TRN02676,EMP00008,Product,Leadership,2024-02-29,16,Completed,93,10000,Internal,0
TRN02677,EMP01890,Data Analytics,Leadership,2022-06-13,4,Completed,68,50000,External,0
TRN02678,EMP01155,Data Analytics,Agile Scrum,2023-04-20,40,Completed,84,25000,External,0
TRN02679,EMP00711,Finance,Agile Scrum,2024-01-03,4,Not Started,84,10000,External,1
TRN02680,EMP00492,Legal,Leadership,2024-04-30,40,Completed,60,15000,Online,0
TRN02681,EMP00958,Sales,Leadership,2021-02-23,24,Completed,61,15000,Internal,1
TRN02682,EMP01006,Customer Success,Product Knowledge,2020-09-12,16,In Progress,82,50000,Internal,1
TRN02683,EMP00792,Engineering,Agile Scrum,2022-12-19,16,In Progress,92,5000,Internal,1
TRN02684,EMP00609,Customer Success,Agile Scrum,2024-05-04,40,Completed,52,15000,Internal,1
TRN02685,EMP01995,Marketing,Communication,2020-04-18,8,In Progress,80,25000,Internal,1
TRN02686,EMP01592,HR,Technical Skills,2023-03-16,16,Completed,53,5000,Internal,0
TRN02687,EMP00027,HR,Technical Skills,2024-10-21,40,Completed,82,5000,External,1
TRN02688,EMP00068,Engineering,Excel & BI Tools,2022-05-29,8,Completed,53,5000,Internal,0
TRN02689,EMP00109,Data Analytics,Agile Scrum,2021-11-18,8,Completed,88,50000,External,0
TRN02690,EMP01019,Customer Success,Project Management,2021-09-13,24,Completed,94,50000,Online,1
TRN02691,EMP01671,HR,Excel & BI Tools,2021-10-21,24,Completed,77,15000,Internal,1
TRN02692,EMP00250,HR,Technical Skills,2021-07-12,16,Completed,68,50000,External,0
TRN02693,EMP00092,Operations,Compliance,2021-10-09,8,Completed,84,15000,Internal,0
TRN02694,EMP00675,Finance,Compliance,2022-04-15,4,Completed,92,50000,External,1
TRN02695,EMP00685,Legal,Sales Training,2020-12-15,40,Completed,90,10000,External,0
TRN02696,EMP01138,Engineering,Agile Scrum,2021-01-24,8,Completed,79,5000,Online,0
TRN02697,EMP00327,Product,Excel & BI Tools,2022-11-20,40,Completed,63,15000,Online,1
TRN02698,EMP01815,Customer Success,Communication,2020-08-19,16,Not Started,85,50000,Online,1
TRN02699,EMP00085,Operations,Sales Training,2020-07-16,4,Completed,68,15000,Internal,0
TRN02700,EMP01444,Operations,Agile Scrum,2024-11-27,8,Completed,87,50000,Online,1
TRN02701,EMP01637,HR,Communication,2020-04-06,16,Not Started,58,5000,Online,0
TRN02702,EMP01794,Customer Success,Excel & BI Tools,2024-10-13,24,Completed,81,10000,External,0
TRN02703,EMP01648,Product,Agile Scrum,2024-03-05,16,Completed,83,15000,Internal,0
TRN02704,EMP00058,Sales,Communication,2021-02-26,4,Completed,79,50000,External,0
TRN02705,EMP00263,Product,Agile Scrum,2024-04-09,8,Completed,93,25000,Internal,0
TRN02706,EMP01832,Product,Data Analysis,2023-08-02,4,Completed,78,10000,Internal,1
TRN02707,EMP00475,Marketing,Communication,2022-07-09,8,Completed,74,10000,Online,0
TRN02708,EMP01659,HR,Data Analysis,2020-08-06,16,In Progress,82,50000,Internal,1
TRN02709,EMP00649,HR,Excel & BI Tools,2020-09-30,40,In Progress,86,5000,Online,0
TRN02710,EMP01195,Marketing,Communication,2020-08-14,24,Completed,83,25000,Internal,1
TRN02711,EMP01151,Operations,Technical Skills,2021-12-05,8,Completed,92,15000,Online,0
TRN02712,EMP01605,Product,Excel & BI Tools,2021-01-02,8,Completed,93,10000,Online,0
TRN02713,EMP01400,Engineering,Excel & BI Tools,2021-07-10,40,Completed,57,50000,Online,1
TRN02714,EMP00496,Legal,Compliance,2020-02-19,16,Completed,56,5000,External,0
TRN02715,EMP01711,Customer Success,Technical Skills,2021-10-25,24,Not Started,91,25000,External,0
TRN02716,EMP00088,HR,Product Knowledge,2021-06-25,40,In Progress,58,5000,External,1
TRN02717,EMP00920,Data Analytics,Sales Training,2020-01-13,16,Completed,61,15000,Online,0
TRN02718,EMP01593,Finance,Agile Scrum,2020-12-13,40,Completed,91,25000,External,1
TRN02719,EMP00354,Marketing,Excel & BI Tools,2021-01-27,16,Completed,94,25000,External,0
TRN02720,EMP00681,Sales,Product Knowledge,2024-01-21,16,Not Started,93,15000,External,0
TRN02721,EMP00503,HR,Communication,2023-09-21,40,Completed,78,15000,External,0
TRN02722,EMP00360,Sales,Compliance,2021-12-29,40,Completed,89,5000,Internal,0
TRN02723,EMP00178,Finance,Communication,2020-03-20,24,In Progress,52,50000,External,0
TRN02724,EMP01871,Customer Success,Data Analysis,2023-01-19,24,Completed,62,25000,External,0
TRN02725,EMP00417,Product,Sales Training,2021-05-08,8,Not Started,63,50000,Internal,0
TRN02726,EMP01649,Operations,Compliance,2024-01-13,40,Completed,82,10000,External,0
TRN02727,EMP01928,Customer Success,Compliance,2024-07-05,24,Completed,74,25000,Internal,0
TRN02728,EMP00325,Finance,Data Analysis,2021-12-21,4,Completed,54,10000,Internal,0
TRN02729,EMP00130,Engineering,Project Management,2023-02-22,40,Completed,99,25000,External,0
TRN02730,EMP01086,Legal,Project Management,2020-09-15,4,Completed,67,5000,Internal,0
TRN02731,EMP00474,Customer Success,Leadership,2021-06-25,40,Completed,94,15000,Internal,0
TRN02732,EMP01243,Product,Project Management,2020-06-30,40,Completed,81,25000,Internal,0
TRN02733,EMP01602,Engineering,Technical Skills,2023-11-09,16,In Progress,53,50000,Internal,0
TRN02734,EMP01105,Customer Success,Sales Training,2022-10-14,4,Not Started,83,25000,Internal,0
TRN02735,EMP00414,Engineering,Data Analysis,2024-02-26,16,Completed,76,15000,Internal,1
TRN02736,EMP01606,HR,Excel & BI Tools,2020-07-04,24,Completed,81,5000,Online,0
TRN02737,EMP01680,HR,Compliance,2022-11-12,24,Completed,72,5000,External,1
TRN02738,EMP01696,Product,Technical Skills,2024-03-05,8,Completed,95,50000,Internal,0
TRN02739,EMP00781,Sales,Product Knowledge,2022-05-15,16,Completed,51,50000,Internal,0
TRN02740,EMP00121,Customer Success,Communication,2023-06-17,4,Not Started,91,10000,Internal,0
TRN02741,EMP01473,Operations,Communication,2024-11-06,4,In Progress,76,5000,Online,0
TRN02742,EMP01505,Engineering,Compliance,2021-12-13,4,Completed,96,15000,Internal,0
TRN02743,EMP00477,Marketing,Leadership,2022-03-03,8,In Progress,55,50000,Online,0
TRN02744,EMP00800,Engineering,Leadership,2022-12-19,16,Completed,57,15000,Online,0
TRN02745,EMP01400,Engineering,Compliance,2023-12-14,8,Completed,62,10000,Internal,0
TRN02746,EMP00196,Product,Compliance,2022-06-21,24,Completed,93,15000,Internal,0
TRN02747,EMP01331,Marketing,Data Analysis,2023-08-16,16,Completed,62,10000,Online,0
TRN02748,EMP00719,Data Analytics,Sales Training,2022-01-02,16,Completed,54,5000,Internal,1
TRN02749,EMP00445,HR,Leadership,2023-04-03,16,Not Started,76,25000,Online,1
TRN02750,EMP01989,Legal,Data Analysis,2020-10-28,4,Completed,75,25000,External,0
TRN02751,EMP00962,Finance,Excel & BI Tools,2022-06-25,24,Completed,87,15000,Internal,0
TRN02752,EMP01799,Product,Project Management,2024-02-15,24,Completed,78,5000,Online,1
TRN02753,EMP01444,Operations,Excel & BI Tools,2020-11-04,8,Completed,97,5000,External,0
TRN02754,EMP01292,Product,Technical Skills,2021-01-25,16,Not Started,99,10000,External,0
TRN02755,EMP00921,Product,Data Analysis,2023-10-22,4,In Progress,84,50000,Online,0
TRN02756,EMP01943,HR,Sales Training,2024-05-25,8,Completed,88,15000,Internal,1
TRN02757,EMP00271,Legal,Compliance,2020-03-08,4,Completed,73,5000,Internal,1
TRN02758,EMP00517,Sales,Excel & BI Tools,2023-06-01,24,Completed,89,5000,Internal,0
TRN02759,EMP01172,Finance,Agile Scrum,2021-10-22,8,Completed,56,5000,Internal,0
TRN02760,EMP01356,Marketing,Communication,2020-10-13,40,Completed,98,5000,Online,1
TRN02761,EMP00438,Customer Success,Excel & BI Tools,2024-12-05,4,Completed,84,15000,External,1
TRN02762,EMP00905,Sales,Compliance,2023-10-05,16,Completed,58,15000,Online,0
TRN02763,EMP00385,Product,Leadership,2021-10-23,8,Completed,96,50000,Online,0
TRN02764,EMP01186,Legal,Excel & BI Tools,2022-11-02,16,Completed,91,10000,Online,1
TRN02765,EMP01507,Marketing,Product Knowledge,2023-09-10,24,Not Started,82,5000,External,0
TRN02766,EMP01202,Marketing,Sales Training,2021-03-01,24,Completed,89,5000,External,1
TRN02767,EMP01251,Operations,Technical Skills,2022-09-24,24,Completed,66,10000,Internal,0
TRN02768,EMP00400,HR,Project Management,2020-02-15,24,Completed,83,25000,Internal,0
TRN02769,EMP01015,Marketing,Project Management,2022-10-14,8,Not Started,57,15000,Online,0
TRN02770,EMP01590,Product,Excel & BI Tools,2024-09-10,16,Completed,86,5000,Internal,0
TRN02771,EMP01665,Finance,Leadership,2022-08-02,24,Completed,82,5000,Internal,1
TRN02772,EMP01808,Legal,Compliance,2024-03-09,40,Completed,70,10000,Internal,1
TRN02773,EMP00151,Customer Success,Technical Skills,2022-12-31,24,In Progress,77,25000,Internal,1
TRN02774,EMP01773,Sales,Compliance,2021-11-04,40,Completed,74,15000,External,1
TRN02775,EMP01490,Operations,Project Management,2024-08-08,40,Not Started,52,10000,External,1
TRN02776,EMP01904,Data Analytics,Leadership,2020-12-04,4,Completed,95,10000,External,0
TRN02777,EMP01240,Engineering,Product Knowledge,2023-03-02,40,Not Started,64,5000,Internal,0
TRN02778,EMP00348,Data Analytics,Communication,2020-07-28,24,In Progress,71,15000,Online,1
TRN02779,EMP00983,Engineering,Data Analysis,2024-06-12,8,Completed,82,15000,Online,0
TRN02780,EMP00267,Operations,Agile Scrum,2022-08-31,40,Completed,55,5000,External,0
TRN02781,EMP00788,Engineering,Compliance,2022-11-29,40,Completed,82,15000,Online,0
TRN02782,EMP00323,Finance,Excel & BI Tools,2022-06-09,8,Completed,50,15000,Online,1
TRN02783,EMP01018,Engineering,Compliance,2021-03-18,8,Completed,100,5000,Online,1
TRN02784,EMP00212,Data Analytics,Leadership,2022-12-14,4,Completed,79,15000,Internal,0
TRN02785,EMP01670,Customer Success,Communication,2021-11-20,8,Completed,77,5000,External,0
TRN02786,EMP00755,HR,Data Analysis,2022-09-22,8,Completed,93,10000,Internal,0
TRN02787,EMP01098,Marketing,Agile Scrum,2021-04-08,8,Completed,59,50000,Internal,0
TRN02788,EMP00673,Operations,Project Management,2022-08-02,40,Completed,69,15000,External,0
TRN02789,EMP01898,Product,Project Management,2024-09-26,24,Completed,55,5000,Online,0
TRN02790,EMP01750,Data Analytics,Project Management,2021-09-01,16,Completed,100,5000,External,1
TRN02791,EMP00325,Finance,Compliance,2024-07-28,40,Completed,82,15000,Internal,0
TRN02792,EMP01315,Product,Excel & BI Tools,2020-06-16,4,Completed,92,5000,Internal,1
TRN02793,EMP01444,Operations,Technical Skills,2021-07-19,24,Completed,68,25000,Internal,0
TRN02794,EMP01813,Product,Technical Skills,2020-05-12,24,Completed,50,50000,Internal,1
TRN02795,EMP01917,Customer Success,Data Analysis,2024-04-17,4,Completed,68,25000,External,0
TRN02796,EMP00353,HR,Agile Scrum,2023-04-30,40,Completed,71,15000,Online,0
TRN02797,EMP01155,Data Analytics,Communication,2022-03-29,4,Completed,87,10000,Internal,0
TRN02798,EMP01847,Product,Leadership,2021-09-06,16,Completed,61,10000,External,1
TRN02799,EMP01309,Engineering,Communication,2024-10-18,40,Completed,99,10000,Internal,0
TRN02800,EMP00346,Customer Success,Compliance,2022-03-03,24,Completed,81,10000,External,0
TRN02801,EMP00366,Customer Success,Compliance,2024-08-11,40,In Progress,83,5000,Internal,1
TRN02802,EMP00544,Finance,Communication,2023-01-25,8,Completed,84,25000,Internal,0
